txn_id,user_id,txn_date,amount,ingestion_date
101164,1388,2024-02-09,173.70,2024-02-18
101165,1316,2024-01-15,685.71,2024-01-15
101166,1061,2024-02-25,329.43,2024-03-14
101167,1033,2024-01-11,241.21,2024-01-18
101168,1258,2024-01-10,30.20,2024-01-10
101169,1127,2024-01-09,802.31,2024-01-09
101170,1197,2024-02-20,866.01,2024-02-21
101171,1214,2024-02-01,791.56,2024-02-01
101172,1056,2024-01-04,139.01,2024-01-08
101173,1376,2024-01-05,328.08,2024-01-12
101174,1295,2024-01-15,296.77,2024-01-23
101175,1152,2024-01-12,357.46,2024-01-12
101176,1400,2024-02-22,360.01,2024-02-28
101177,1127,2024-02-24,894.69,2024-03-09
101178,1322,2024-02-17,835.68,2024-02-17
101179,1115,2024-01-07,71.45,2024-01-12
101180,1033,2024-01-21,839.76,2024-01-26
101181,1399,2024-02-03,757.20,2024-02-10
101182,1079,2024-02-27,510.60,2024-02-27
101183,1129,2024-01-03,662.69,2024-01-14
101184,1358,2024-02-18,573.58,2024-02-26
101185,1082,2024-01-10,875.75,2024-01-30
101186,1300,2024-02-20,562.09,2024-02-20
101187,1265,2024-02-08,813.17,2024-02-18
101188,1325,2024-01-26,752.21,2024-02-06
101189,1364,2024-01-27,242.34,2024-02-05
101190,1216,2024-02-07,830.48,2024-02-07
101191,1382,2024-02-29,810.41,2024-03-10
101192,1181,2024-01-13,842.68,2024-01-20
101193,1396,2024-02-24,693.66,2024-03-11
101194,1281,2024-02-16,753.54,2024-02-16
101195,1176,2024-01-28,587.99,2024-02-03
101196,1204,2024-02-10,488.10,2024-02-27
101197,1103,2024-01-15,361.81,2024-02-01
101198,1399,2024-01-09,446.41,2024-01-09
101199,1302,2024-01-10,312.51,2024-01-10
101200,1024,2024-02-10,361.45,2024-02-26
101201,1281,2024-01-16,682.71,2024-02-01
101202,1314,2024-01-15,455.33,2024-02-03
101203,1221,2024-01-08,386.89,2024-01-27
101204,1066,2024-02-07,620.75,2024-02-14
101205,1266,2024-01-18,216.35,2024-01-25
101206,1190,2024-01-21,434.96,2024-01-21
101207,1166,2024-02-29,230.32,2024-02-29
101208,1306,2024-02-19,215.48,2024-03-04
101209,1025,2024-01-27,845.39,2024-02-15
101210,1109,2024-01-17,157.78,2024-01-17
101211,1284,2024-01-03,801.89,2024-01-03
101212,1004,2024-02-21,249.26,2024-02-24
101213,1287,2024-01-15,136.27,2024-01-18
101214,1124,2024-02-07,287.35,2024-02-24
101215,1349,2024-02-25,340.48,2024-02-25
101216,1071,2024-01-14,558.92,2024-01-14
101217,1333,2024-01-21,447.34,2024-02-10
101218,1134,2024-01-18,326.19,2024-02-02
101219,1145,2024-01-02,449.50,2024-01-02
101220,1303,2024-01-13,394.42,2024-01-29
101221,1038,2024-01-22,308.00,2024-02-04
101222,1290,2024-01-10,33.24,2024-01-10
101223,1263,2024-01-14,425.19,2024-01-23
101224,1282,2024-02-07,616.63,2024-02-19
101225,1074,2024-02-29,857.39,2024-03-05
101226,1361,2024-01-04,802.05,2024-01-21
101227,1136,2024-01-23,523.85,2024-01-23
101228,1305,2024-02-01,83.47,2024-02-10
101229,1334,2024-01-05,881.01,2024-01-09
101230,1398,2024-01-10,121.47,2024-01-10
101231,1167,2024-01-15,348.62,2024-01-15
101232,1255,2024-01-26,523.26,2024-01-26
101233,1047,2024-01-20,323.73,2024-01-31
101234,1066,2024-01-05,245.02,2024-01-14
101235,1236,2024-02-06,189.20,2024-02-26
101236,1292,2024-01-24,948.12,2024-02-11
101237,1228,2024-01-30,867.64,2024-01-31
101238,1098,2024-02-20,733.87,2024-03-01
101239,1029,2024-01-06,782.97,2024-01-19
101240,1258,2024-01-06,899.07,2024-01-25
101241,1303,2024-01-01,722.34,2024-01-02
101242,1352,2024-01-12,453.68,2024-01-12
101243,1112,2024-02-10,491.89,2024-02-15
101244,1286,2024-01-03,823.54,2024-01-03
101245,1176,2024-01-31,223.92,2024-02-07
101246,1016,2024-01-31,455.97,2024-01-31
101247,1046,2024-02-28,494.88,2024-02-28
101248,1204,2024-02-06,748.82,2024-02-21
101249,1151,2024-02-11,689.16,2024-02-26
101250,1092,2024-02-09,330.22,2024-02-12
101251,1114,2024-01-25,304.29,2024-01-25
101252,1352,2024-02-26,186.58,2024-03-11
101253,1182,2024-02-19,207.01,2024-03-05
101254,1132,2024-02-09,811.77,2024-02-10
101255,1347,2024-01-21,362.22,2024-01-21
101256,1380,2024-01-31,552.86,2024-02-05
101257,1050,2024-02-29,297.24,2024-02-29
101258,1034,2024-02-12,703.54,2024-02-28
101259,1294,2024-02-13,771.78,2024-02-25
101260,1115,2024-01-31,329.43,2024-02-14
101261,1391,2024-02-17,410.18,2024-02-17
101262,1371,2024-02-05,717.47,2024-02-23
101263,1048,2024-02-15,291.66,2024-03-05
101264,1019,2024-02-26,31.85,2024-02-28
101265,1359,2024-01-17,876.82,2024-01-22
101266,1231,2024-02-25,928.61,2024-03-07
101267,1308,2024-02-02,544.10,2024-02-22
101268,1204,2024-01-07,868.93,2024-01-26
101269,1397,2024-01-01,824.93,2024-01-14
101270,1344,2024-01-27,201.95,2024-02-09
101271,1393,2024-01-17,69.89,2024-01-30
101272,1069,2024-01-27,187.04,2024-01-31
101273,1158,2024-02-17,319.11,2024-03-03
101274,1061,2024-01-24,610.66,2024-02-03
101275,1029,2024-01-15,97.65,2024-01-15
101276,1061,2024-02-29,108.05,2024-03-09
101277,1267,2024-02-20,176.98,2024-03-11
101278,1118,2024-01-25,469.30,2024-01-31
101279,1109,2024-01-19,197.06,2024-02-01
101280,1092,2024-02-09,276.79,2024-02-17
101281,1282,2024-02-29,283.64,2024-03-09
101282,1347,2024-01-09,75.78,2024-01-11
101283,1163,2024-02-08,356.53,2024-02-09
101284,1071,2024-01-18,171.52,2024-02-01
101285,1297,2024-01-19,377.64,2024-01-19
101286,1268,2024-01-29,940.22,2024-02-03
101287,1114,2024-01-16,514.27,2024-02-01
101288,1346,2024-02-12,708.55,2024-02-25
101289,1373,2024-01-26,907.79,2024-01-26
101290,1175,2024-01-15,823.76,2024-01-20
101291,1356,2024-02-14,828.22,2024-02-24
101292,1128,2024-02-08,416.27,2024-02-24
101293,1370,2024-02-06,159.25,2024-02-25
101294,1184,2024-01-31,892.80,2024-02-19
101295,1231,2024-01-06,200.79,2024-01-06
101296,1312,2024-02-03,683.77,2024-02-18
101297,1170,2024-01-05,268.91,2024-01-06
101298,1361,2024-02-17,941.62,2024-03-03
101299,1271,2024-01-31,70.13,2024-02-13
101300,1304,2024-01-18,578.56,2024-01-18
101301,1174,2024-02-15,242.03,2024-02-26
101302,1287,2024-01-26,865.68,2024-02-11
101303,1028,2024-01-24,442.59,2024-01-24
101304,1291,2024-01-11,551.56,2024-01-14
101305,1353,2024-02-14,280.64,2024-02-29
101306,1321,2024-01-10,335.97,2024-01-20
101307,1229,2024-02-07,377.62,2024-02-13
101308,1344,2024-01-30,400.15,2024-01-30
101309,1055,2024-01-30,178.80,2024-02-19
101310,1290,2024-02-12,699.25,2024-02-27
101311,1104,2024-02-20,371.59,2024-02-26
101312,1314,2024-01-08,666.61,2024-01-12
101313,1375,2024-01-04,379.94,2024-01-06
101314,1383,2024-02-25,235.31,2024-03-02
101315,1071,2024-02-08,267.35,2024-02-26
101316,1093,2024-02-06,284.38,2024-02-06
101317,1207,2024-02-02,871.32,2024-02-09
101318,1019,2024-02-08,864.21,2024-02-22
101319,1079,2024-02-24,942.85,2024-02-24
101320,1085,2024-02-03,529.65,2024-02-03
101321,1022,2024-01-29,945.60,2024-02-01
101322,1064,2024-02-10,720.07,2024-02-27
101323,1174,2024-02-06,730.55,2024-02-17
101324,1351,2024-02-04,395.49,2024-02-04
101325,1383,2024-01-28,164.95,2024-02-04
101326,1325,2024-01-27,485.70,2024-02-11
101327,1024,2024-01-28,35.11,2024-01-28
101328,1383,2024-01-16,610.53,2024-01-31
101329,1366,2024-02-11,368.29,2024-02-24
101330,1247,2024-01-15,814.43,2024-01-15
101331,1294,2024-01-02,382.87,2024-01-03
101332,1198,2024-02-03,245.57,2024-02-08
101333,1213,2024-02-23,317.48,2024-03-09
101334,1135,2024-01-11,465.67,2024-01-11
101335,1108,2024-02-15,74.14,2024-02-15
101336,1004,2024-01-04,525.52,2024-01-12
101337,1397,2024-02-03,680.77,2024-02-18
101338,1331,2024-02-17,141.84,2024-02-26
101339,1077,2024-02-21,801.07,2024-02-27
101340,1250,2024-02-13,798.19,2024-02-13
101341,1276,2024-01-24,580.57,2024-01-30
101342,1323,2024-02-09,286.50,2024-02-09
101343,1301,2024-01-16,512.57,2024-01-16
101344,1394,2024-01-05,377.40,2024-01-05
101345,1118,2024-02-09,82.93,2024-02-10
101346,1355,2024-02-09,646.74,2024-02-09
101347,1384,2024-02-18,154.29,2024-03-01
101348,1090,2024-02-02,177.26,2024-02-04
101349,1159,2024-01-05,849.13,2024-01-23
101350,1349,2024-02-12,213.20,2024-02-14
101351,1151,2024-01-12,796.31,2024-01-29
101352,1247,2024-02-12,612.55,2024-02-16
101353,1169,2024-02-28,377.18,2024-03-04
101354,1189,2024-02-09,427.35,2024-02-29
101355,1162,2024-01-20,14.39,2024-01-20
101356,1021,2024-02-02,736.07,2024-02-09
101357,1093,2024-02-16,883.09,2024-02-28
101358,1003,2024-02-08,864.23,2024-02-15
101359,1371,2024-02-25,95.90,2024-03-10
101360,1118,2024-01-25,36.27,2024-01-26
101361,1003,2024-02-04,326.89,2024-02-11
101362,1284,2024-02-05,649.16,2024-02-08
101363,1320,2024-02-28,217.33,2024-03-14
101364,1373,2024-02-25,100.81,2024-03-02
101365,1231,2024-02-15,690.57,2024-02-17
101366,1078,2024-01-16,400.74,2024-01-20
101367,1194,2024-02-20,776.69,2024-02-20
101368,1317,2024-01-17,313.32,2024-01-24
101369,1136,2024-02-29,597.19,2024-03-09
101370,1317,2024-02-16,381.36,2024-03-01
101371,1252,2024-01-03,123.56,2024-01-10
101372,1129,2024-01-16,109.53,2024-01-27
101373,1027,2024-02-15,173.20,2024-02-15
101374,1303,2024-01-28,388.01,2024-01-28
101375,1045,2024-02-21,307.27,2024-03-05
101376,1060,2024-02-04,210.00,2024-02-12
101377,1124,2024-01-08,72.06,2024-01-17
101378,1208,2024-01-17,620.95,2024-01-29
101379,1115,2024-01-08,51.30,2024-01-15
101380,1014,2024-01-14,396.43,2024-02-03
101381,1109,2024-02-22,479.60,2024-02-26
101382,1036,2024-02-15,679.78,2024-03-05
101383,1346,2024-01-20,171.17,2024-01-24
101384,1034,2024-02-09,573.88,2024-02-22
101385,1397,2024-01-15,647.23,2024-01-15
101386,1141,2024-01-06,924.02,2024-01-06
101387,1071,2024-02-16,662.10,2024-02-27
101388,1055,2024-02-12,174.81,2024-02-12
101389,1395,2024-02-18,726.01,2024-02-29
101390,1072,2024-02-19,929.34,2024-02-19
101391,1062,2024-02-12,636.39,2024-02-15
101392,1090,2024-01-28,325.00,2024-02-17
101393,1346,2024-02-22,867.38,2024-03-08
101394,1331,2024-01-30,369.43,2024-02-07
101395,1082,2024-02-02,483.21,2024-02-03
101396,1392,2024-01-16,228.65,2024-02-05
101397,1143,2024-01-05,723.40,2024-01-05
101398,1213,2024-01-13,126.61,2024-01-21
101399,1114,2024-02-25,703.64,2024-03-04
101400,1286,2024-01-12,592.58,2024-01-14
101401,1118,2024-02-24,139.30,2024-03-11
101402,1371,2024-01-17,288.82,2024-01-22
101403,1068,2024-02-11,363.20,2024-02-13
101404,1287,2024-02-26,233.78,2024-02-26
101405,1333,2024-01-13,691.79,2024-01-28
101406,1194,2024-02-26,704.90,2024-03-08
101407,1373,2024-02-01,136.21,2024-02-01
101408,1214,2024-01-17,308.49,2024-01-19
101409,1136,2024-01-25,499.62,2024-01-25
101410,1087,2024-01-10,928.91,2024-01-10
101411,1380,2024-01-25,619.16,2024-02-04
101412,1001,2024-01-12,715.52,2024-01-20
101413,1324,2024-01-20,806.12,2024-01-20
101414,1149,2024-01-20,321.39,2024-01-28
101415,1083,2024-02-14,203.47,2024-02-16
101416,1268,2024-01-30,862.23,2024-01-30
101417,1329,2024-01-14,635.11,2024-01-22
101418,1239,2024-02-26,763.36,2024-03-05
101419,1370,2024-01-28,581.58,2024-02-10
101420,1060,2024-01-21,500.18,2024-01-27
101421,1214,2024-02-25,425.82,2024-02-26
101422,1327,2024-01-11,70.74,2024-01-27
101423,1146,2024-01-09,75.79,2024-01-16
101424,1302,2024-02-21,58.98,2024-02-26
101425,1087,2024-01-24,891.98,2024-01-29
101426,1294,2024-02-07,96.25,2024-02-26
101427,1329,2024-02-23,525.92,2024-03-01
101428,1311,2024-01-20,232.13,2024-01-23
101429,1217,2024-02-20,410.67,2024-03-06
101430,1041,2024-02-12,302.78,2024-02-19
101431,1134,2024-02-17,240.23,2024-02-23
101432,1086,2024-01-21,579.50,2024-01-31
101433,1367,2024-02-26,278.23,2024-02-26
101434,1044,2024-01-01,431.37,2024-01-08
101435,1386,2024-02-22,265.55,2024-03-09
101436,1211,2024-02-11,85.22,2024-02-23
101437,1038,2024-01-12,384.35,2024-01-12
101438,1214,2024-02-03,167.70,2024-02-18
101439,1323,2024-02-27,407.34,2024-03-12
101440,1083,2024-02-02,724.70,2024-02-18
101441,1211,2024-01-10,28.62,2024-01-23
101442,1227,2024-02-22,411.75,2024-02-25
101443,1190,2024-01-04,723.33,2024-01-14
101444,1208,2024-02-26,569.47,2024-03-02
101445,1199,2024-01-11,529.68,2024-01-11
101446,1115,2024-02-04,175.16,2024-02-04
101447,1207,2024-01-31,367.62,2024-01-31
101448,1160,2024-02-20,297.50,2024-02-20
101449,1259,2024-01-20,276.23,2024-02-07
101450,1145,2024-02-12,579.66,2024-02-15
101451,1084,2024-02-03,323.24,2024-02-03
101452,1381,2024-01-17,681.97,2024-01-17
101453,1141,2024-01-11,193.97,2024-01-18
101454,1004,2024-02-25,13.93,2024-02-25
101455,1120,2024-02-02,819.96,2024-02-14
101456,1204,2024-02-04,471.97,2024-02-04
101457,1234,2024-01-01,880.15,2024-01-14
101458,1236,2024-02-05,922.26,2024-02-17
101459,1184,2024-01-07,371.00,2024-01-17
101460,1235,2024-01-10,612.59,2024-01-29
101461,1125,2024-01-16,76.96,2024-01-16
101462,1073,2024-02-12,841.90,2024-02-16
101463,1400,2024-01-12,371.74,2024-01-31
101464,1035,2024-02-29,162.62,2024-03-13
101465,1345,2024-01-19,420.12,2024-01-28
101466,1237,2024-02-25,734.99,2024-03-08
101467,1328,2024-02-15,489.03,2024-03-02
101468,1027,2024-02-10,606.88,2024-02-22
101469,1146,2024-02-23,664.67,2024-03-07
101470,1296,2024-01-16,880.93,2024-01-16
101471,1133,2024-01-18,701.52,2024-01-26
101472,1176,2024-02-17,459.06,2024-02-29
101473,1101,2024-02-29,603.10,2024-03-11
101474,1103,2024-01-28,36.56,2024-01-28
101475,1043,2024-01-11,635.74,2024-01-16
101476,1327,2024-01-03,255.65,2024-01-18
101477,1149,2024-01-02,897.61,2024-01-02
101478,1199,2024-02-28,148.53,2024-03-03
101479,1346,2024-02-08,576.02,2024-02-14
101480,1344,2024-01-24,21.60,2024-01-27
101481,1161,2024-01-10,615.73,2024-01-23
101482,1202,2024-02-27,383.81,2024-03-01
101483,1272,2024-01-26,497.42,2024-01-26
101484,1066,2024-02-21,187.49,2024-03-06
101485,1186,2024-01-07,165.87,2024-01-21
101486,1393,2024-02-14,247.70,2024-02-14
101487,1365,2024-01-05,294.09,2024-01-23
101488,1307,2024-01-02,628.98,2024-01-15
101489,1340,2024-01-09,560.91,2024-01-09
101490,1210,2024-02-14,699.90,2024-02-14
101491,1366,2024-02-20,717.31,2024-02-23
101492,1266,2024-02-25,112.72,2024-03-08
101493,1090,2024-02-21,775.37,2024-03-01
101494,1137,2024-01-28,713.81,2024-02-10
101495,1129,2024-02-11,667.07,2024-02-12
101496,1337,2024-02-03,937.80,2024-02-19
101497,1162,2024-01-04,11.48,2024-01-04
101498,1190,2024-02-16,75.65,2024-03-01
101499,1155,2024-02-17,503.46,2024-02-27
101500,1294,2024-01-13,699.06,2024-01-19
101501,1124,2024-02-14,175.82,2024-02-20
101502,1216,2024-01-30,671.80,2024-01-30
101503,1321,2024-02-28,196.14,2024-02-28
101504,1229,2024-01-02,181.07,2024-01-06
101505,1074,2024-02-01,433.62,2024-02-08
101506,1021,2024-01-17,184.50,2024-01-19
101507,1390,2024-01-07,714.92,2024-01-14
101508,1184,2024-01-08,253.79,2024-01-22
101509,1248,2024-01-15,424.29,2024-02-04
101510,1267,2024-01-28,112.64,2024-02-03
101511,1134,2024-02-12,85.02,2024-02-15
101512,1100,2024-01-18,365.06,2024-01-18
101513,1035,2024-01-24,270.16,2024-02-04
101514,1130,2024-02-25,37.89,2024-02-25
101515,1250,2024-01-12,230.69,2024-01-28
101516,1142,2024-01-30,642.44,2024-02-03
101517,1172,2024-01-21,18.94,2024-01-30
101518,1300,2024-02-19,716.69,2024-02-19
101519,1319,2024-02-07,16.79,2024-02-26
101520,1382,2024-01-03,751.85,2024-01-05
101521,1039,2024-01-19,101.03,2024-02-05
101522,1380,2024-01-24,754.28,2024-02-06
101523,1279,2024-01-01,576.81,2024-01-10
101524,1093,2024-01-08,886.20,2024-01-24
101525,1196,2024-02-06,721.50,2024-02-06
101526,1284,2024-02-24,578.11,2024-03-06
101527,1002,2024-02-17,358.54,2024-02-28
101528,1235,2024-01-16,949.48,2024-01-24
101529,1094,2024-01-30,894.53,2024-01-30
101530,1096,2024-01-24,635.17,2024-02-06
101531,1161,2024-01-04,584.16,2024-01-04
101532,1069,2024-01-30,926.79,2024-02-10
101533,1210,2024-02-18,767.89,2024-02-19
101534,1393,2024-01-28,439.50,2024-02-10
101535,1400,2024-01-17,691.71,2024-01-17
101536,1142,2024-01-12,844.69,2024-01-17
101537,1329,2024-02-11,34.14,2024-02-11
101538,1321,2024-01-01,125.52,2024-01-18
101539,1276,2024-01-17,272.70,2024-01-17
101540,1245,2024-01-08,667.31,2024-01-16
101541,1091,2024-02-26,356.32,2024-03-13
101542,1380,2024-01-18,494.02,2024-01-18
101543,1052,2024-01-25,630.61,2024-01-26
101544,1039,2024-01-17,937.01,2024-01-28
101545,1062,2024-01-09,25.63,2024-01-21
101546,1383,2024-01-09,831.03,2024-01-20
101547,1110,2024-01-28,647.25,2024-02-05
101548,1389,2024-01-22,580.36,2024-02-04
101549,1149,2024-02-12,704.85,2024-02-15
101550,1097,2024-01-22,337.43,2024-01-22
101551,1377,2024-01-11,892.74,2024-01-27
101552,1223,2024-02-12,937.66,2024-02-16
101553,1363,2024-02-18,700.22,2024-02-28
101554,1367,2024-01-07,580.74,2024-01-12
101555,1257,2024-02-10,827.67,2024-02-10
101556,1161,2024-02-28,833.66,2024-02-28
101557,1081,2024-02-01,747.77,2024-02-18
101558,1122,2024-02-13,39.84,2024-02-13
101559,1359,2024-01-16,478.05,2024-01-19
101560,1343,2024-01-31,293.27,2024-02-18
101561,1060,2024-02-12,937.99,2024-02-27
101562,1292,2024-02-16,167.97,2024-03-02
101563,1276,2024-02-03,907.75,2024-02-03
101564,1044,2024-02-23,463.24,2024-03-12
101565,1396,2024-01-24,236.45,2024-01-24
101566,1297,2024-01-25,208.94,2024-01-28
101567,1059,2024-02-29,109.14,2024-03-12
101568,1123,2024-01-11,37.47,2024-01-22
101569,1246,2024-02-12,858.49,2024-02-21
101570,1220,2024-02-25,217.15,2024-02-25
101571,1038,2024-02-27,252.17,2024-03-14
101572,1094,2024-01-13,904.41,2024-01-13
101573,1162,2024-01-26,640.37,2024-01-26
101574,1103,2024-01-09,635.55,2024-01-27
101575,1258,2024-02-01,605.54,2024-02-17
101576,1220,2024-02-27,95.02,2024-03-09
101577,1379,2024-01-16,829.62,2024-02-04
101578,1397,2024-01-16,730.36,2024-02-05
101579,1316,2024-01-06,70.79,2024-01-17
101580,1244,2024-01-11,364.39,2024-01-24
101581,1185,2024-01-07,624.68,2024-01-25
101582,1146,2024-02-29,918.27,2024-03-07
101583,1298,2024-01-08,769.94,2024-01-16
101584,1261,2024-02-20,253.55,2024-02-20
101585,1211,2024-02-11,283.52,2024-02-15
101586,1281,2024-01-07,93.79,2024-01-26
101587,1317,2024-01-12,890.98,2024-01-16
101588,1056,2024-02-18,548.47,2024-02-23
101589,1188,2024-01-26,812.13,2024-02-08
101590,1386,2024-01-06,552.30,2024-01-07
101591,1323,2024-01-19,302.15,2024-02-07
101592,1247,2024-02-26,513.47,2024-02-26
101593,1315,2024-02-15,806.29,2024-02-15
101594,1333,2024-02-19,931.06,2024-02-19
101595,1364,2024-02-18,310.46,2024-02-18
101596,1318,2024-01-30,353.12,2024-02-04
101597,1110,2024-02-28,498.57,2024-03-09
101598,1144,2024-01-28,565.33,2024-01-28
101599,1215,2024-01-11,110.19,2024-01-12
101600,1167,2024-02-17,516.00,2024-03-03
101601,1132,2024-02-16,306.97,2024-02-26
101602,1273,2024-01-05,796.98,2024-01-05
101603,1116,2024-01-16,479.84,2024-01-31
101604,1216,2024-02-18,148.58,2024-02-18
101605,1353,2024-01-30,276.39,2024-02-01
101606,1246,2024-02-07,572.95,2024-02-17
101607,1192,2024-01-06,482.24,2024-01-06
101608,1003,2024-01-05,657.28,2024-01-14
101609,1005,2024-01-29,947.04,2024-02-17
101610,1336,2024-01-13,459.59,2024-01-20
101611,1267,2024-01-18,475.32,2024-01-18
101612,1393,2024-02-26,671.89,2024-02-26
101613,1280,2024-01-02,364.11,2024-01-13
101614,1133,2024-01-31,153.54,2024-02-07
101615,1232,2024-01-19,807.19,2024-01-27
101616,1072,2024-02-06,668.38,2024-02-06
101617,1100,2024-01-24,59.41,2024-01-30
101618,1107,2024-01-31,815.37,2024-01-31
101619,1071,2024-01-20,693.75,2024-01-30
101620,1267,2024-01-11,935.33,2024-01-17
101621,1085,2024-01-29,941.60,2024-02-16
101622,1285,2024-02-02,378.75,2024-02-16
101623,1212,2024-02-23,647.22,2024-03-06
101624,1272,2024-01-13,722.25,2024-01-13
101625,1251,2024-01-09,377.60,2024-01-26
101626,1128,2024-02-23,693.15,2024-02-23
101627,1170,2024-01-29,275.42,2024-01-29
101628,1072,2024-02-19,877.68,2024-03-08
101629,1087,2024-02-02,380.15,2024-02-07
101630,1021,2024-01-23,314.01,2024-02-11
101631,1016,2024-01-20,823.90,2024-01-20
101632,1325,2024-01-19,60.88,2024-01-29
101633,1339,2024-02-18,440.08,2024-02-24
101634,1056,2024-01-28,552.53,2024-01-28
101635,1170,2024-02-24,425.37,2024-03-11
101636,1007,2024-02-29,283.62,2024-03-03
101637,1231,2024-01-13,207.18,2024-01-20
101638,1142,2024-02-02,701.20,2024-02-03
101639,1318,2024-01-20,350.49,2024-01-20
101640,1200,2024-02-14,814.77,2024-02-18
101641,1193,2024-02-15,647.62,2024-02-15
101642,1125,2024-01-24,939.18,2024-01-29
101643,1193,2024-01-26,363.96,2024-02-09
101644,1235,2024-01-17,648.68,2024-01-23
101645,1385,2024-01-28,880.43,2024-02-01
101646,1069,2024-02-16,344.25,2024-02-16
101647,1038,2024-01-02,455.44,2024-01-04
101648,1258,2024-02-15,120.31,2024-02-15
101649,1055,2024-02-12,494.51,2024-02-23
101650,1369,2024-02-26,567.79,2024-02-26
101651,1058,2024-02-20,921.54,2024-02-20
101652,1298,2024-02-13,599.35,2024-02-26
101653,1082,2024-02-05,240.30,2024-02-09
101654,1265,2024-01-22,236.40,2024-02-07
101655,1250,2024-02-26,294.53,2024-03-03
101656,1026,2024-02-24,623.63,2024-02-24
101657,1314,2024-02-19,362.85,2024-02-22
101658,1242,2024-02-29,741.07,2024-03-14
101659,1394,2024-02-07,779.10,2024-02-07
101660,1372,2024-02-01,369.17,2024-02-01
101661,1089,2024-01-25,604.39,2024-02-09
101662,1264,2024-02-28,355.28,2024-03-01
101663,1103,2024-02-04,119.63,2024-02-08
101664,1371,2024-01-23,469.87,2024-02-09
101665,1247,2024-01-31,221.44,2024-02-19
101666,1108,2024-01-10,548.60,2024-01-29
101667,1115,2024-01-02,460.73,2024-01-02
101668,1300,2024-01-04,662.10,2024-01-08
101669,1186,2024-02-15,756.68,2024-02-21
101670,1165,2024-02-20,370.92,2024-03-05
101671,1145,2024-01-05,290.46,2024-01-10
101672,1065,2024-02-13,103.47,2024-02-16
101673,1077,2024-02-18,680.94,2024-03-07
101674,1303,2024-02-23,183.80,2024-02-23
101675,1347,2024-01-25,774.10,2024-01-25
101676,1216,2024-02-25,28.56,2024-03-14
101677,1288,2024-02-26,778.42,2024-03-14
101678,1277,2024-02-20,469.25,2024-02-20
101679,1118,2024-02-11,497.77,2024-03-01
101680,1339,2024-02-04,516.64,2024-02-04
101681,1255,2024-01-25,779.70,2024-01-29
101682,1002,2024-01-09,718.30,2024-01-16
101683,1164,2024-01-20,917.74,2024-01-24
101684,1092,2024-02-22,179.82,2024-03-13
101685,1031,2024-01-02,663.50,2024-01-02
101686,1309,2024-02-26,15.00,2024-03-12
101687,1185,2024-01-29,762.48,2024-02-02
101688,1286,2024-02-08,46.79,2024-02-08
101689,1017,2024-01-14,550.58,2024-01-20
101690,1233,2024-01-29,92.55,2024-01-29
101691,1232,2024-02-04,251.35,2024-02-06
101692,1200,2024-01-27,89.53,2024-01-31
101693,1212,2024-01-06,485.78,2024-01-18
101694,1082,2024-02-06,918.30,2024-02-12
101695,1347,2024-01-22,407.67,2024-01-23
101696,1210,2024-02-19,243.44,2024-02-21
101697,1381,2024-02-20,899.44,2024-02-20
101698,1046,2024-02-03,498.28,2024-02-13
101699,1178,2024-02-20,629.61,2024-02-20
101700,1102,2024-01-03,428.23,2024-01-22
101701,1312,2024-02-26,471.02,2024-03-08
101702,1040,2024-01-03,501.31,2024-01-03
101703,1352,2024-02-01,936.86,2024-02-13
101704,1385,2024-01-22,579.80,2024-02-08
101705,1147,2024-02-28,207.25,2024-03-01
101706,1258,2024-02-22,632.86,2024-02-24
101707,1242,2024-01-23,232.87,2024-01-30
101708,1263,2024-01-25,143.17,2024-01-25
101709,1202,2024-02-16,814.72,2024-02-23
101710,1129,2024-01-29,909.98,2024-02-18
101711,1174,2024-01-09,528.95,2024-01-09
101712,1192,2024-01-03,566.28,2024-01-12
101713,1227,2024-01-26,130.78,2024-02-15
101714,1034,2024-02-03,406.69,2024-02-03
101715,1254,2024-01-28,526.86,2024-02-06
101716,1374,2024-02-04,368.88,2024-02-10
101717,1141,2024-01-15,386.06,2024-01-15
101718,1386,2024-01-05,88.26,2024-01-14
101719,1282,2024-01-17,645.93,2024-01-17
101720,1392,2024-01-27,893.79,2024-02-01
101721,1380,2024-02-19,513.75,2024-02-22
101722,1116,2024-02-01,601.79,2024-02-10
101723,1247,2024-02-02,945.64,2024-02-09
101724,1073,2024-02-06,681.58,2024-02-25
101725,1356,2024-02-16,627.88,2024-02-16
101726,1067,2024-01-28,781.28,2024-01-28
101727,1250,2024-01-21,578.65,2024-02-04
101728,1324,2024-02-23,782.27,2024-02-23
101729,1196,2024-02-15,307.38,2024-02-29
101730,1208,2024-02-19,366.21,2024-03-10
101731,1295,2024-02-14,242.65,2024-02-23
101732,1263,2024-01-16,127.14,2024-01-20
101733,1256,2024-01-04,652.94,2024-01-04
101734,1336,2024-02-17,392.37,2024-02-17
101735,1311,2024-01-29,319.60,2024-02-01
101736,1053,2024-01-18,351.05,2024-01-29
101737,1378,2024-02-07,741.39,2024-02-12
101738,1091,2024-02-14,826.72,2024-02-22
101739,1152,2024-01-11,267.23,2024-01-15
101740,1348,2024-02-20,364.53,2024-02-28
101741,1134,2024-01-14,365.91,2024-01-18
101742,1060,2024-01-28,745.77,2024-02-01
101743,1372,2024-02-24,175.19,2024-03-05
101744,1301,2024-01-02,563.50,2024-01-18
101745,1092,2024-02-04,99.81,2024-02-16
